54398	40.13333333	116.6166667		29.6	32	顺义	北京	北京	北京
54399	39.98333333	116.2833333		46.9	32	海淀	北京	北京	北京
54406	40.45	115.9666667		489.1	32	延庆	北京	北京	北京
54410	40.6	116.1333333		1225.6	32	佛爷顶	北京	北京	北京
54412	40.73333333	116.6333333		332.6	32	汤河口	北京	北京	北京
54416	40.38333333	116.8666667		73	32	密云	北京	北京	北京
54419	40.36666667	116.6333333		76.8	32	怀柔	北京	北京	北京
54421	40.65	117.1166667		294.3	32	密云上甸子	北京	北京	北京
54424	40.16666667	117.1166667		33.3	32	平谷	北京	北京	北京
54431	39.91666667	116.6333333		44.5	32	通州	北京	北京	北京
54433	39.95	116.5		36.3	32	朝阳	北京	北京	北京
54499	40.21666667	116.2166667		77.4	32	昌平	北京	北京	北京
54501	39.96666667	115.6833333		441.3	32	斋堂	北京	北京	北京
54505	39.91666667	116.1166667		93.8	32	门头沟	北京	北京	北京
54511	39.8	116.4666667		32.5	1	北京	北京	北京	北京
54513	39.95	116.2		66.8	32	石景山	北京	北京	北京
54514	39.86666667	116.25		56.7	32	丰台	北京	北京	北京
54594	39.71666667	116.35		38.8	32	大兴	北京	北京	北京
54596	39.68333333	116.1333333		40.2	32	房山	北京	北京	北京
54597	39.73333333	115.7333333		408.7	32	霞云岭	北京	北京	北京
54428	40.03333333	117.4		16.9	32	蓟县	天津	天津	天津
54517	39.06666667	117.2		3.4	32	天津市城市气候监测站	天津	天津	天津
54523	39.38333333	117.0166667		5.7	32	武清	天津	天津	天津
54525	39.73333333	117.2833333		6.3	32	宝坻	天津	天津	天津
54526	39.08333333	117.3333333		2.6	32	东丽区	天津	天津	天津
54527	39.08333333	117.05		4.3	4	天津	天津	天津	天津
54528	39.23333333	117.1333333		4.6	32	北辰区	天津	天津	天津
54529	39.35	117.8166667		5.1	32	宁河	天津	天津	天津
54530	39.23333333	117.7666667		2.5	32	汉沽区	天津	天津	天津
54619	38.91666667	116.9166667		6.7	32	静海	天津	天津	天津
54622	38.98333333	117.3666667		3.9	32	津南区	天津	天津	天津
54623	39.05	117.7166667		5.7	16	塘沽	天津	天津	天津
54645	38.85	117.4666667		3.4	32	大港	天津	天津	天津
53392	41.85	114.6		1423.5	32	康保	河北	河北	河北
53397	41.1	113.9833333		1377.7	32	尚义	河北	河北	河北
53399	41.15	114.7		1394.4	32	张北	河北	河北	河北
53491	40.66666667	114.3833333		838.8	32	怀安	河北	河北	河北
53492	40.1	114.15		938.7	32	阳原	河北	河北	河北
53498	40.56666667	115.0333333		630.5	32	宣化	河北	河北	河北
53499	40.76666667	114.7333333		756.2	32	万全	河北	河北	河北
53593	39.83333333	114.5666667		910.5	16	蔚县	河北	河北	河北
53596	38.85	115.1333333		53.4	32	顺平	河北	河北	河北
53599	39.36666667	114.6833333		885.6	32	涞源	河北	河北	河北
53680	38.3	114.3833333		110.1	32	灵寿	河北	河北	河北
53682	38.63333333	114.6833333		105.3	32	曲阳	河北	河北	河北
53688	38.45	114.55		97.4	32	行唐	河北	河北	河北
53689	38.01666667	115.0666667		43.5	32	晋州	河北	河北	河北
53690	38.85	114.1833333		283.1	32	阜平	河北	河北	河北
53691	38.15	114.5666667		72.1	32	正定	河北	河北	河北
53692	38.73333333	114.9833333		67.6	32	唐县	河北	河北	河北
53693	38.03333333	114.1333333		256.6	32	井陉	河北	河北	河北
53694	38.26666667	114.2166667		132	32	平山	河北	河北	河北
53695	38.35	114.6833333		72	32	新乐	河北	河北	河北
53696	38.51666667	115		55.8	32	定州	河北	河北	河北
53697	38.03333333	114.8333333		54.6	32	藁城	河北	河北	河北
53698	38.03333333	114.4166667		82.1	4	石家庄	河北	河北	河北
53699	38.18333333	114.95		46.6	32	无极	河北	河北	河北
53773	36.33333333	114.6166667		65.8	32	临漳	河北	河北	河北
53781	36.86666667	114.4666667		69	32	沙河	河北	河北	河北
53784	37.75	114.7833333		39.6	32	赵县	河北	河北	河北
53785	37.51666667	114.6666667		36.2	32	柏乡	河北	河北	河北
53789	37.88333333	114.6333333		54	32	栾城	河北	河北	河北
53790	37.6	114.6166667		50.1	32	高邑	河北	河北	河北
53791	37.76666667	114.5166667		67.5	32	元氏	河北	河北	河北
53792	37.45	114.4833333		114.2	32	临城	河北	河北	河北
53794	37.35	114.75		34.3	32	隆尧	河北	河北	河北
53795	37.65	114.3666667		138.5	32	赞皇	河北	河北	河北
53796	37.61666667	114.8833333		31.8	32	宁晋	河北	河北	河北
53797	37.28333333	114.5166667		75.1	32	内邱	河北	河北	河北
53798	37.06666667	114.5		78.5	16	邢台	河北	河北	河北
53799	37.23333333	114.9833333		27.1	32	巨鹿	河北	河北	河北
53883	37.13333333	114.7		37.7	32	任县	河北	河北	河北
53886	36.56666667	113.6666667		471.6	32	涉县	河北	河北	河北
53890	36.68333333	114.15		234.8	32	武安	河北	河北	河北
53891	37.01666667	114.6833333		44.2	32	南和	河北	河北	河北
53892	36.61666667	114.4666667		67.7	32	邯郸	河北	河北	河北
53893	36.76666667	114.95		40.8	32	曲周	河北	河北	河北
53894	36.4	114.2		150.5	32	峰峰	河北	河北	河北
53895	36.78333333	114.5		61.8	32	永年	河北	河北	河北
53896	36.35	114.95		51.3	32	魏县	河北	河北	河北
53897	36.38333333	114.3833333		70.9	32	磁县	河北	河北	河北
53899	36.48333333	114.9666667		49.7	32	广平	河北	河北	河北
53980	36.55	114.8		51.3	32	肥乡	河北	河北	河北
53996	36.45	114.65		59	32	成安	河北	河北	河北
54301	41.66666667	115.6666667		1413.1	32	沽源	河北	河北	河北
54304	40.96666667	115.2833333		1249.1	32	崇礼	河北	河北	河北
54308	41.2	116.6333333		736.3	16	丰宁	河北	河北	河北
54311	41.96666667	117.7666667		893.8	16	围场	河北	河北	河北
54318	41.31666667	117.7333333		562.8	32	隆化	河北	河北	河北
54319	41	118.6666667		503.3	32	平泉	河北	河北	河北
54401	40.78333333	114.8833333		725.2	4	张家口	河北	河北	河北
54404	40.88333333	115.8333333		868.7	32	赤城	河北	河北	河北
54405	40.41666667	115.5		572.1	16	怀来	河北	河北	河北
54408	40.38333333	115.2166667		530.7	32	涿鹿	河北	河北	河北
54420	40.93333333	117.3333333		530.1	32	滦平	河北	河北	河北
54423	40.96666667	117.9166667		423.5	4	承德	河北	河北	河北
54425	40.4	117.4666667		634.4	32	兴隆	河北	河北	河北
54429	40.2	117.95		56.1	16	遵化	河北	河北	河北
54430	40.76666667	118.15		270.3	32	承德县	河北	河北	河北
54432	40.6	118.4833333		305.8	32	宽城	河北	河北	河北
54434	40.16666667	118.3		104.5	32	迁西	河北	河北	河北
54436	40.41666667	118.95		255.4	16	青龙	河北	河北	河北
54437	39.5	118.65		19.1	32	滦南	河北	河北	河北
54438	39.88333333	118.8833333		66.1	32	卢龙	河北	河北	河北
54439	40.01666667	118.7166667		52	32	迁安	河北	河北	河北
54449	39.85	119.5166667		3.5	32	秦皇岛	河北	河北	河北
54502	39.48333333	116.0333333		30.4	32	涿州	河北	河北	河北
54503	39.06666667	115.8166667		14	32	容城	河北	河北	河北
54506	39.31666667	115.95		25.7	32	高碑店	河北	河北	河北
54507	39.35	115.5		56.1	32	易县	河北	河北	河北
54510	39.9	116.9833333		18.1	32	大厂	河北	河北	河北
54512	39.41666667	116.2833333		22.6	32	固安	河北	河北	河北
54515	39.5	116.7		14.8	32	廊坊	河北	河北	河北
54518	39.11666667	116.3833333		10	16	霸州	河北	河北	河北
54519	39.3	116.4833333		13.4	32	永清	河北	河北	河北
54520	39.96666667	117.0833333		19.3	32	三河	河北	河北	河北
54521	39.76666667	116.9833333		14.2	32	香河	河北	河北	河北
54522	39.88333333	117.7333333		15.6	32	玉田	河北	河北	河北
54531	39.73333333	118.7166667		44.1	32	滦县	河北	河北	河北
54532	39.8	118.1		34.5	32	丰润	河北	河北	河北
54533	39.58333333	118.1		10.1	32	丰南	河北	河北	河北
54534	39.65	118.1		24.5	4	唐山	河北	河北	河北
54535	39.28333333	118.4666667		4.4	32	唐海	河北	河北	河北
54539	39.43333333	118.8833333		11.7	2	乐亭	河北	河北	河北
